timestamp,workers,messages_ready,messages_unack
2026-04-16 16:07:29,1,0,0
2026-04-16 16:07:32,1,0,0
2026-04-16 16:07:35,1,0,0
2026-04-16 16:07:38,1,0,0
2026-04-16 16:07:41,1,0,0
2026-04-16 16:07:44,1,0,0
2026-04-16 16:07:47,1,0,0
2026-04-16 16:07:51,1,0,0
2026-04-16 16:07:54,1,0,0
2026-04-16 16:07:57,1,0,0
